"committee","lgno","name","term","sessionPeriod","isCoChairman","姓名+出生日期","立法院","組織名稱","職位名稱","起始","結束","地址","組織名稱+地址"
"交通委員會",111,"張川田","04","5","N","張川田+1945","立法院","立法院交通委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",127,"陳其邁","04","5","N","陳其邁+1964","立法院","立法院交通委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",131,"陳振盛","04","5","N","陳振盛+1950","立法院","立法院交通委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",134,"陳清寶","04","5","N","陳清寶+1955","立法院","立法院交通委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",154,"馮滬祥","04","5","N","馮滬祥+1948","立法院","立法院交通委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",168,"楊秋興","04","5","N","楊秋興+1956","立法院","立法院交通委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",184,"鄭龍水","04","5","N","鄭龍水+1959","立法院","立法院交通委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",26,"李全教","04","5","N","李全教+1960","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",28,"李俊毅","04","5","N","李俊毅+1959","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",69,"周清玉","04","5","N","周清玉+1944","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",75,"邱創良","04","5","Y","邱創良+1955","立法院","立法院社會福利及衛生環境委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",93,"徐中雄","04","5","N","徐中雄+1957","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",99,"翁重鈞","04","5","N","翁重鈞+1955","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",101,"許素葉","04","5","N","許素葉+1933","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",107,"郭廷才","04","5","N","郭廷才+1936","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",121,"張蔡美","04","5","N","張蔡美+1938","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",125,"陳宏昌","04","5","N","陳宏昌+1956","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",136,"陳朝容","04","5","N","陳朝容+1956","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",144,"陳鴻基","04","5","N","陳鴻基+1949","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",152,"湯金全","04","5","N","湯金全+1946","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",170,"靳曾珍麗","04","5","N","靳曾珍麗+1933","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",178,"趙永清","04","5","N","趙永清+1957","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",191,"蔡鈴蘭","04","5","Y","蔡鈴蘭+1942","立法院","立法院社會福利及衛生環境委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",195,"劉松藩","04","5","N","劉松藩+1931","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",203,"賴勁麟","04","5","N","賴勁麟+1962","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",219,"蕭苑瑜","04","5","N","蕭苑瑜+1973","立法院","立法院社會福利及衛生環境委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"程序委員會",5,"王世勛","04","5","N","王世勛+1951","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",12,"王雪峯","04","5","N","王雪峯+1964","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",25,"李先仁","04","5","N","李先仁+1963","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",26,"李全教","04","5","Y","李全教+1960","立法院","立法院程序委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",28,"李俊毅","04","5","N","李俊毅+1959","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",29,"李嘉進","04","5","N","李嘉進+1957","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",37,"吳克清","04","5","N","吳克清+1954","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",57,"林國華","04","5","N","林國華+1935","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",68,"周伯倫","04","5","N","周伯倫+1954","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",75,"邱創良","04","5","N","邱創良+1955","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",84,"柯建銘","04","5","Y","柯建銘+1951","立法院","立法院程序委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",94,"徐少萍","04","5","N","徐少萍+1941","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",96,"徐志明","04","5","N","徐志明+1957","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",111,"張川田","04","5","N","張川田+1945","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",124,"曹爾忠","04","5","N","曹爾忠+1954","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",130,"陳昭南","04","5","N","陳昭南+1942","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",134,"陳清寶","04","5","N","陳清寶+1955","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",136,"陳朝容","04","5","N","陳朝容+1956","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",141,"陳進丁","04","5","N","陳進丁+1946","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",153,"馮定國","04","5","N","馮定國+1950","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",156,"黃木添","04","5","N","黃木添+1936","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",159,"黃昭順","04","5","N","黃昭順+1953","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",165,"楊仁福","04","5","N","楊仁福+1942","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",166,"楊吉雄","04","5","N","楊吉雄+1943","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",174,"廖風德","04","5","N","廖風德+1951","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",187,"蔡同榮","04","5","N","蔡同榮+1935","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",192,"蔡豪","04","5","N","蔡豪+1958","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",193,"劉文雄","04","5","N","劉文雄+1954","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",199,"劉盛良","04","5","Y","劉盛良+1939","立法院","立法院程序委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",202,"賴士葆","04","5","N","賴士葆+1951","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",219,"蕭苑瑜","04","5","N","蕭苑瑜+1973","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",221,"關沃暖","04","5","N","關沃暖+1945","立法院","立法院程序委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"外交及僑務委員會",63,"林豐喜","04","5","N","林豐喜+1950","立法院","立法院外交及僑務委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院外交及僑務委員會+台北市中正區中山南路1號"
"外交及僑務委員會",77,"施明德","04","5","N","施明德+1941","立法院","立法院外交及僑務委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院外交及僑務委員會+台北市中正區中山南路1號"
"外交及僑務委員會",83,"洪讀","04","5","Y","洪讀+1936","立法院","立法院外交及僑務委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院外交及僑務委員會+台北市中正區中山南路1號"
"外交及僑務委員會",114,"張旭成","04","5","N","張旭成+1936","立法院","立法院外交及僑務委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院外交及僑務委員會+台北市中正區中山南路1號"
"外交及僑務委員會",187,"蔡同榮","04","5","N","蔡同榮+1935","立法院","立法院外交及僑務委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院外交及僑務委員會+台北市中正區中山南路1號"
"外交及僑務委員會",217,"顏錦福","04","5","Y","顏錦福+1937","立法院","立法院外交及僑務委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院外交及僑務委員會+台北市中正區中山南路1號"
"外交及僑務委員會",221,"關沃暖","04","5","N","關沃暖+1945","立法院","立法院外交及僑務委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院外交及僑務委員會+台北市中正區中山南路1號"
"外交及僑務委員會",225,"饒穎奇","04","5","N","饒穎奇+1934","立法院","立法院外交及僑務委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院外交及僑務委員會+台北市中正區中山南路1號"
"科技及資訊委員會",8,"王幸男","04","5","Y","王幸男+1941","立法院","立法院科技及資訊委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",35,"李顯榮","04","5","N","李顯榮+1947","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",39,"呂新民","04","5","N","呂新民+1940","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",46,"林志嘉","04","5","N","林志嘉+1958","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",56,"林益世","04","5","Y","林益世+1968","立法院","立法院科技及資訊委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",58,"林國龍","04","5","N","林國龍+1944","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",76,"邱鏡淳","04","5","N","邱鏡淳+1949","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",98,"翁金珠","04","5","N","翁金珠+1947","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",105,"許榮淑","04","5","N","許榮淑+1940","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",115,"張秀珍","04","5","N","張秀珍+1951","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",130,"陳昭南","04","5","N","陳昭南+1942","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",133,"陳根德","04","5","N","陳根德+1956","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",137,"陳超明","04","5","N","陳超明+1951","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",158,"黃明和","04","5","Y","黃明和+1940","立法院","立法院科技及資訊委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",163,"黃顯洲","04","5","N","黃顯洲+1959","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",165,"楊仁福","04","5","N","楊仁福+1942","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",173,"葉憲修","04","5","N","葉憲修+1948","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",177,"廖學廣","04","5","N","廖學廣+1954","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",179,"潘維剛","04","5","N","潘維剛+1957","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"科技及資訊委員會",214,"鍾利德","04","5","N","鍾利德+1942","立法院","立法院科技及資訊委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院科技及資訊委員會+台北市中正區中山南路1號"
"國防委員會",4,"王天競","04","5","N","王天競+1947","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",23,"李文忠","04","5","N","李文忠+1958","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",30,"李鳴皋","04","5","N","李鳴皋+1932","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",33,"李慶華","04","5","N","李慶華+1948","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",67,"周正之","04","5","N","周正之+1940","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",81,"洪奇昌","04","5","N","洪奇昌+1951","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",82,"洪昭男","04","5","N","洪昭男+1943","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",88,"唐碧娥","04","5","N","唐碧娥+1960","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",100,"梁牧養","04","5","N","梁牧養+1951","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",109,"郭榮振","04","5","N","郭榮振+1950","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",122,"張學舜","04","5","N","張學舜+1960","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",128,"陳忠信","04","5","Y","陳忠信+1948","立法院","立法院國防委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",146,"曾永權","04","5","N","曾永權+1947","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",159,"黃昭順","04","5","N","黃昭順+1953","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",181,"鄭金玲","04","5","N","鄭金玲+1946","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",188,"蔡明憲","04","5","N","蔡明憲+1941","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",205,"盧秀燕","04","5","N","盧秀燕+1961","立法院","立法院國防委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"國防委員會",218,"蕭金蘭","04","5","Y","蕭金蘭+1948","立法院","立法院國防委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院國防委員會+台北市中正區中山南路1號"
"預算及決算委員會",40,"何智輝","04","5","N","何智輝+1950","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",42,"余政道","04","5","Y","余政道+1963","立法院","立法院預算及決算委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",48,"林忠正","04","5","N","林忠正+1954","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",49,"林明義","04","5","N","林明義+1954","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",57,"林國華","04","5","N","林國華+1935","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",110,"章仁香","04","5","N","章仁香+1953","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",113,"張世良","04","5","Y","張世良+1942","立法院","立法院預算及決算委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",117,"張俊宏","04","5","N","張俊宏+1938","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",120,"張福興","04","5","N","張福興+1942","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",160,"黃敏惠","04","5","N","黃敏惠+1959","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",166,"楊吉雄","04","5","N","楊吉雄+1943","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",169,"楊瓊瓔","04","5","N","楊瓊瓔+1964","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",176,"廖福本","04","5","N","廖福本+1938","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",180,"鄭永金","04","5","N","鄭永金+1949","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",190,"蔡煌瑯","04","5","N","蔡煌瑯+1960","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",197,"劉政鴻","04","5","N","劉政鴻+1947","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",199,"劉盛良","04","5","N","劉盛良+1939","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",202,"賴士葆","04","5","N","賴士葆+1951","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"預算及決算委員會",210,"謝啟大","04","5","N","謝啟大+1949","立法院","立法院預算及決算委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院預算及決算委員會+台北市中正區中山南路1號"
"司法委員會",15,"伍澤元","04","5","N","伍澤元+1945","立法院","立法院司法委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院司法委員會+台北市中正區中山南路1號"
"司法委員會",59,"林進春","04","5","Y","林進春+1947","立法院","立法院司法委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院司法委員會+台北市中正區中山南路1號"
"司法委員會",60,"林源山","04","5","N","林源山+1940","立法院","立法院司法委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院司法委員會+台北市中正區中山南路1號"
"司法委員會",61,"林瑞圖","04","5","N","林瑞圖+1956","立法院","立法院司法委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院司法委員會+台北市中正區中山南路1號"
"司法委員會",64,"林耀興","04","5","N","林耀興+1959","立法院","立法院司法委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院司法委員會+台北市中正區中山南路1號"
"司法委員會",70,"周雅淑","04","5","Y","周雅淑+1966","立法院","立法院司法委員會","召集委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院司法委員會+台北市中正區中山南路1號"
"司法委員會",89,"高育仁","04","5","N","高育仁+1934","立法院","立法院司法委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院司法委員會+台北市中正區中山南路1號"
"司法委員會",132,"陳振雄","04","5","N","陳振雄+1944","立法院","立法院司法委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院司法委員會+台北市中正區中山南路1號"
"司法委員會",155,"彭紹瑾","04","5","N","彭紹瑾+1957","立法院","立法院司法委員會","委員",2001-02-20,2001-06-06,"台北市中正區中山南路1號","立法院司法委員會+台北市中正區中山南路1號"
