"","title","date","content"
"823","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　四是与合作区优惠政策同步。在设立投资产业基金、招商引资奖励、加工贸易、跨境劳务等方面，把有关优惠支持政策辐射到广西海峡两岸产业合作区，推动台资企业加快集聚合作区，产生以点带面的示范带动效应，促进合作区高起点、高水平建设。"
"824","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　“若干措施”的出台，将有助于台资企业在广西简化审批手续，降低经营成本，加快转型升级，更好参与广西经济社会发展和服务“一带一路”建设，将为台湾同胞在广西就业、创业、学习和生活带来更多便利，创造更好条件，提供更广阔空间。"
"825","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　——8月8日，南京市出台《关于深化来宁台胞宜学宜业宜游宜居服务的若干措施》，提出75条惠及台胞措施。"
"826","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　在宜学方面，设立台湾青年来宁的“金陵试飞计划”，对在当地实习3个月以上的在台湾就读的高校大学生提供往返交通补助1000元。"
"827","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　在宜业方面，从就业、创业、人才、投资、平台服务5个方面制定了41条措施，包括大学生一次性面试补贴1000元、台湾教师符合条件的可在幼儿园和普通高中从事相关工作；鼓励台湾人才申报“创业南京”英才计划，入选科技顶尖专家集聚计划的，给予最高1000万元项目资助、最高1亿元跟进投资等扶持；入选创新型企业家培育计划的，给予最高5年、贷款总额不超过3000万元的贷款贴息，以及众创空间场租减免、研发机构认定奖励、境外研修补贴等扶持；在宁无自有住房且租房居住的，可按规定申领3年住房租赁补贴；入选高层次创业人才引进计划的，给予50－150万元初创扶持、3年免租100平米人才公寓、3年免租100平米创业场所等扶持，覆盖了南京市建设具有全球影响力的国际创新名城相关政策。"
"828","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　宜游方面，设立台湾青年“金陵孝亲计划”，对来宁学习、就业、创业连续一年以上的台籍青年（35岁以下），邀请其父母来宁的，提供往返交通补助1000元；台胞首次来宁可免费办理一张市民交通卡，持卡乘坐交通工具，同等享受南京市民各类优惠。"
"829","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　宜居方面，包括在缴存公积金、购买住房、医疗卫生服务、参加社会保险等方面享受南京市民同等待遇，可办理小额信用卡，参加南京市各类荣誉评选等20条具体措施。"
"830","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　——7月30日，广州市发布《关于进一步深化穗台经济社会文化交流合作的若干措施》，全面贯彻落实“31条措施”，从深化穗台经贸合作、促进穗台社会文化交流、支持台胞在穗就学就业创业、便利台胞在穗居住生活4个方面，提出60条具体措施。"
"831","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　一是着力鼓励台湾青年创新创业。每年为台湾大学生提供1200个以上就业岗位和300个以上实习岗位，同时给予来穗台湾大学生毕业后每人每月不低于1500元见习补贴；鼓励和支持台湾青年参加青创杯“广州青年创新创业大赛”等，符合条件的获奖项目可享最高20万元创业项目资金资助；支持台湾专业人才申领广州市人才绿卡等。"
"832","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　二是积极支持台资企业转型升级与科技创新。设立每年1000万元的“台资企业转型升级与台湾青年创新创业”资金，对台资企业转型升级、技术改造和台湾青年创业团队落户予以支持；积极培育和引导符合条件的台资企业申报科技创新小巨人企业和高新技术企业，并予以补贴和奖励；对符合规定的当地台资高新技术企业，可享受高新技术企业税收优惠政策等。"
"833","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　三是全面优化台资营商投资环境。鼓励台商与台资企业分享粤港澳大湾区、国家自主创新示范区、南沙自贸试验区等发展机遇，投资广州十大重点发展领域和广州十一项重点工程；支持台资金融机构开展绿色金融改革创新先行先试；台湾地区投资者可享“跨境通”服务快捷落户广州等。"
"834","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网","　　四是不断便利台湾同胞在穗居住生活。支持在广州工作的台湾同胞按规定参加“五险一金”，享受相关劳动保障待遇；支持符合条件的台湾同胞按规定申请广州公租房；给予台湾同胞进入各类公共文化服务场馆享受与广州居民同等待遇等。"
"835","国台办：有关部门和省市区又陆续出台“31条措施”具体实施办法"," 时间:2018-08-14 08:34　　　来源：新华网",""
"836","国台办发言人对台湾新北新庄区医院火灾事故死伤同胞表达哀悼和慰问"," 时间:2018-08-13 17:25　　　来源：新华网","　　新华社北京8月13日电　台湾新北市新庄区一家医院8月13日凌晨发生火灾。事故已造成9人死亡，十余人轻重伤。国台办发言人马晓光表示，我们对发生这样的事故感到痛心，对不幸遇难的台湾同胞表示哀悼，向遇难者家属及受伤人员表示诚挚慰问。"
"837","国台办发言人对台湾新北新庄区医院火灾事故死伤同胞表达哀悼和慰问"," 时间:2018-08-13 17:25　　　来源：新华网",""
"838","中央台办召开定点扶贫工作推进会"," 时间:2018-08-08 11:51　　　来源：中共中央台办、国务院台办","　　7月24日上午，中央台办主任刘结一主持召开定点扶贫工作领导小组会议并讲话。会议传达学习了习近平总书记关于打赢脱贫攻坚战的重要批示，结合我办定点扶贫工作实际，研究了贯彻落实意见。刘结一强调指出，要坚持以习近平新时代中国特色社会主义思想为指导，认真贯彻落实党中央、国务院的决策部署，把做好定点扶贫工作作为一项重要的政治任务，不断增强责任感、使命感，加强领导、强化担当，对标对表、把准方向，改进作风、真抓实干，切实把各项工作落到实处。中央台办副主任龙明彪、中央台办主任助理周宁出席会议。"
"839","中央台办召开定点扶贫工作推进会"," 时间:2018-08-08 11:51　　　来源：中共中央台办、国务院台办","　　会议指出，定点扶贫工作要坚持精准扶贫，精准脱贫，在精细化上下功夫。要贯彻精准脱贫基本方略，既不消极蛮干，也不消极拖延，既不降低标准，也不吊高胃口，确保焦点不散、靶心不变。在扶贫项目安排和资金使用都要提高精准度，按照计划扎实推进工作，真正扶到点上、扶到根上。"
"840","中央台办召开定点扶贫工作推进会"," 时间:2018-08-08 11:51　　　来源：中共中央台办、国务院台办","　　会议指出，定点扶贫工作要坚持扶贫同扶志、扶智相结合，在激发脱贫内生动力上下功夫。大力加强教育帮扶，通过开展自力更生、勤劳致富、移风易俗等方面的教育，引导贫困群众认清脱贫致富贵在立志，只要有志气、有信心，就没有迈不过去的坎。通过开展抓党建促扶贫、劳务输出、技能培训、电商产业、扶贫车间、农业种植等方面的帮扶，启发和组织当地干部群众开动脑筋、拓宽思路、开辟生产门路、增强持续发展能力，增强自我发展的“造血”功能，实现脱贫致富进小康。"
"841","中央台办召开定点扶贫工作推进会"," 时间:2018-08-08 11:51　　　来源：中共中央台办、国务院台办","　　会议指出，做好定点扶贫工作要坚持改进工作作风，防止假大空，真正把各项帮扶工作措施落到实处。定点扶贫工作要坚持以当地脱贫攻坚的举措为主，不越俎代庖，立足台办实际，认认真真、扎扎实实做好每一件事，真正深入到脱贫一线察实情、出实招。要以更加振奋的精神状态、更加扎实的工作作风，打赢脱贫攻坚战。"
"842","中央台办召开定点扶贫工作推进会"," 时间:2018-08-08 11:51　　　来源：中共中央台办、国务院台办","　　会议对下一步开展定点扶贫工作进行了部署。"
"843","中央台办召开定点扶贫工作推进会"," 时间:2018-08-08 11:51　　　来源：中共中央台办、国务院台办",""
"844","国台办：台湾居民来大陆工作将不再需要办理就业证"," 时间:2018-08-08 12:22　　　来源：新华网","　　新华社北京８月８日电　国务院８月３日宣布关于取消一批行政许可等事项的决定，其中包括取消台港澳人员在内地就业许可事项。国务院台办发言人马晓光８日介绍了有关情况。"
"845","国台办：台湾居民来大陆工作将不再需要办理就业证"," 时间:2018-08-08 12:22　　　来源：新华网","　　马晓光表示，为贯彻落实党的十九大精神，逐步为台湾同胞在大陆学习、创业、就业、生活提供与大陆同胞同等待遇，我办会同人力资源社会保障部等有关部门积极调研，认真听取广大台胞的意见建议，经报请国务院同意，决定取消台湾居民在大陆就业需办理就业许可的相关规定。从此，台湾居民来大陆工作将和大陆居民一样，不再需要办理专门的《台港澳人员就业证》。"
"846","国台办：台湾居民来大陆工作将不再需要办理就业证"," 时间:2018-08-08 12:22　　　来源：新华网","　　他介绍说，在大陆工作的台胞可以工商营业执照、劳动合同、工资支付凭证或社会保险缴费记录作为就业证明材料，依法享有各项劳动保障权益。在失业后可按规定进行失业登记，享受公共就业服务。接下来，人力资源社会保障部将按照国务院的要求，尽快出台台湾居民在大陆就业的配套政策措施。"
"847","国台办：台湾居民来大陆工作将不再需要办理就业证"," 时间:2018-08-08 12:22　　　来源：新华网",""
"848","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","刘结一主任在福建向金门供水工程通水现场会上的讲话"
"849","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","（8月5日，福建晋江）"
"850","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","尊敬的于伟国书记、唐登杰省长、周学文副部长，"
"851","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","各位同胞，各位朋友，两岸的各位乡亲："
"852","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","　　大家好！"
"853","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","　　今天，我们在福建晋江隆重集会，与金门的乡亲一道，共同见证福建向金门供水工程正式通水的历史性时刻。我代表中共中央台办、国务院台办对工程启用表示热烈的祝贺，对金门乡亲表示诚挚的祝福，对为通水工程作出积极贡献的建设者和两岸各界人士致以崇高的敬意！"
"854","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","　　回顾昔日，金门县饱受缺水之苦，民众生活不便，经济发展受限。祖国大陆一直牵挂在心，习近平总书记，党中央、国务院高度重视，有关部门、福建省委、省政府高度重视，多次研究解决方案。福建省人民感同身受，在兴修晋江水利时就预留了分享给金门乡亲的水源。经过两岸同胞不懈努力，福建向金门供水终于克服种种困难和干扰成为现实，广大金门乡亲渴望多年的大陆供水，几分钟后将源源不断流入金门千家万户，为金门民生需求、建设发展解燃眉之急、免后顾之忧。这是金门发展史上的一件大事、喜事，是两岸同胞共同庆贺的一件大事、喜事，更为两岸关系史册增添了同胞情谊水乳交融的又一佳话。福建省有关部门将在供水各个环节严把质量关，确保金门乡亲喝上、用上放心水。我衷心祝愿金门乡亲生活更幸福，金门的明天更美好！"
"855","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","　　“问渠哪得清如许，为有源头活水来。”福建向金门供水工程顺利实施，充分体现出我们为广大台湾同胞谋福祉的担当作为。两岸同胞是骨肉天亲。我们对台湾同胞真诚关爱，努力为台湾同胞谋利造福，全力为台湾同胞办实事、做好事、解难事。中华民族伟大复兴展现出更加光明的前景，我们愿率先与台湾同胞分享大陆巨大的发展机遇，为台湾同胞提供广阔的发展空间。"
"856","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","　　近年来，祖国大陆持续推出大量惠及台湾同胞的措施。今年2月，我们发布促进两岸经济文化交流合作的“31条措施”，备受广大台胞欢迎。“31条措施”承载着“两岸一家亲”理念，体现出“以人为本”、“同等待遇”、“排忧解难”的深刻内涵，紧扣台企台胞实际需要，努力为大家扩大发展机遇和空间，体现出祖国大陆关心关怀广大台企台胞的真诚愿望。“31条措施”发布后，各地区各部门积极响应，狠抓落实，全力推动相关措施早日落地生效。福建省和厦门市以及许多省区市结合本地实际积极先行先试，发布实施了惠及台企台胞的进一步政策措施。"
"857","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","　　“31条措施”的成果已经显现。以福建、江苏、浙江为例，已有近900家台企享受到高新技术企业税收减免等优惠。110多家台企踊跃报名参加首届进口博览会。福建省就有800多名台籍科研人员获得科研经费资助。上海台企一次联合招聘就为台胞提供2000多个优质就业岗位。台生今年报考中山大学、浙江大学、复旦大学人数均同比增长3倍以上。不久前海峡两岸体育交流运动会成功举办，台湾1800多名青年运动员专程来北京参赛，在高水平竞技中点燃了生活的新梦想。我们欢迎广大台湾同胞搭乘民族复兴快车，在这一伟大征程中实现更好更快发展。"
"858","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","　　各位同胞，各位朋友，各位乡亲："
"859","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","　　站在围头半岛，眺望一水之隔的金门岛，两岸关系发展历程令人感慨万千。这两个地方曾是战火纷飞的军事前线，而今变成百业兴旺的两岸交流合作前沿。这样的历史性变化给两岸同胞提供了深刻的启示。两岸是密不可分、休戚与共的命运共同体。两岸关系好，台湾老百姓才会好，台湾才有前途。推动两岸关系和平发展、深化两岸经济文化交流合作，是两岸同胞的共同心声。我们就是要为包括金门乡亲在内的广大台湾同胞实实在在地谋福祉、谋利益。令人遗憾的是，台湾某些人出于阴暗的政治目的，竟然对老百姓尽早解决吃水用水问题横加阻挠，无理取闹。这些人把广大台湾同胞的福祉、切身利益和生活必需置于何处？两岸同胞看得一清二楚。民心不可逆，民意不可违！这些人无视广大台湾同胞民意，背离广大台湾民众的利益，必然自食其果。广大台湾民众一定会做出正确的抉择。"
"860","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","　　习近平总书记上月在会见连战先生率领的台湾各界人士参访团时指出，大道之行、人心所向，势不可挡。正如江河九曲，终将入海，两岸同胞对更加美好生活的共同追求，对两岸关系走近走好的一致向往，是任何人、任何势力都阻挡不了的。两岸同胞要团结一心，坚持体现一个中国原则的“九二共识”，坚决反对和遏制“台独”分裂活动，顺应历史大势，共担民族大义，共同推动两岸关系和平发展、推进祖国和平统一进程，共圆中华民族伟大复兴的中国梦！"
"861","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办","　　谢谢各位。"
"862","刘结一主任在福建向金门供水工程通水现场会上的讲话"," 时间:2018-08-05 13:55　　　来源：中共中央台办、国务院台办",""
"863","福建向金门供水工程实现正式通水"," 时间:2018-08-05 12:55　　　来源：新华网","　　新华社福州８月５日电（记者许雪毅）８月５日上午，福建向金门供水工程通水现场会在福建晋江举行，工程实现正式通水。中共中央台办、国务院台办主任刘结一，福建省委书记于伟国、省长唐登杰出席现场会。"
"864","福建向金门供水工程实现正式通水"," 时间:2018-08-05 12:55　　　来源：新华网","　　刘结一表示，福建向金门供水工程顺利实施，为金门民生需求、建设发展解燃眉之急、免后顾之忧，这是金门发展史上的一件大事、喜事，是两岸同胞共同庆贺的一件大事、喜事，更为两岸关系史册增添了同胞情谊水乳交融的又一佳话，充分体现出我们为广大台湾同胞谋福祉的担当作为。今年２月，我们发布促进两岸经济文化交流合作的“３１条措施”，备受广大台胞欢迎。“３１条措施”承载着“两岸一家亲”理念，体现出“以人为本”“同等待遇”“排忧解难”的深刻内涵，紧扣台企台胞实际需要，努力为大家扩大发展机遇和空间。我们愿率先与台湾同胞分享大陆巨大的发展机遇，欢迎广大台湾同胞搭乘民族复兴快车，在这一伟大征程中实现更好更快发展。"
"865","福建向金门供水工程实现正式通水"," 时间:2018-08-05 12:55　　　来源：新华网","　　刘结一指出，两岸关系好，台湾老百姓才会好，台湾才有前途。台湾某些人出于阴暗的政治目的，竟然对老百姓尽早解决吃水问题横加阻挠，无理取闹。这些人把广大台湾同胞的福祉、切身利益和生活必需置于何处？两岸同胞看得一清二楚。民心不可逆，民意不可违！这些人无视广大台湾同胞民意，背离广大台湾民众的利益，必然自食其果。广大台湾民众一定会做出正确的抉择。两岸同胞要团结一心，坚持体现一个中国原则的“九二共识”，坚决反对和遏制“台独”分裂活动，顺应历史大势，共担民族大义，共同推动两岸关系和平发展、推进祖国和平统一进程，共圆中华民族伟大复兴的中国梦。"
"866","福建向金门供水工程实现正式通水"," 时间:2018-08-05 12:55　　　来源：新华网","　　唐登杰表示，福建向金门供水工程实现通水，展现了福建省委、省政府对金门人民的深情厚谊，承载着两岸人民对和平统一的企盼、对美好生活的共同追求。有关单位今后将加强管理，让金门百姓共享福建的安全水、生态水、优质水、清洁水。"
"867","福建向金门供水工程实现正式通水"," 时间:2018-08-05 12:55　　　来源：新华网","　　福建向金门供水工程由晋江龙湖取水泵站、陆地输水管道和跨海输水管道三部分组成，线路总长约２８公里，设计流量３．４万立方米／日，工程总投资３．８８亿元人民币，水费按９．８６元新台币／立方米计价。"
"868","福建向金门供水工程实现正式通水"," 时间:2018-08-05 12:55　　　来源：新华网",""
"869","国台办：坚决反对美国与台湾地区进行任何形式官方往来和军事联系"," 时间:2018-08-03 11:21　　　来源：新华网","　　新华社北京8月3日电（记者石龙洪　赵博）国务院台办发言人马晓光3日应询表示，台湾问题事关中国主权和领土完整，也是中美关系中最重要、最敏感的问题。我们坚决反对美国与台湾地区进行任何形式的官方往来和军事联系。民进党当局企图挟洋自重，只会造成台海局势更加紧张动荡，两岸关系更加复杂严峻。"
"870","国台办：坚决反对美国与台湾地区进行任何形式官方往来和军事联系"," 时间:2018-08-03 11:21　　　来源：新华网","　　有记者问：美国参议院日前通过“2019年度国防授权法案”，支持强化台防卫能力、扩大联合训练、军售及高级别军事交流等，台当局表示感谢。请问对此有何评论？除表示外交部已就此表明了我们的立场和态度外，马晓光作了上述回答。"
"871","国台办：坚决反对美国与台湾地区进行任何形式官方往来和军事联系"," 时间:2018-08-03 11:21　　　来源：新华网",""
"872","刘结一会见刘增应一行"," 时间:2018-08-01 17:10　　　来源：中共中央台办、国务院台办",""
"873","刘结一会见刘增应一行"," 时间:2018-08-01 17:10　　　来源：中共中央台办、国务院台办","　　中共中央台办、国务院台办主任刘结一8月1日在京会见了台置连江县县长刘增应、台湾民意代表陈雪生及县议会议长张永江一行。"
"874","刘结一会见刘增应一行"," 时间:2018-08-01 17:10　　　来源：中共中央台办、国务院台办",""
"875","刘结一会见刘增应一行"," 时间:2018-08-01 17:10　　　来源：中共中央台办、国务院台办",""
"876","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　新华社北京7月30日电（记者石龙洪）国台办发言人安峰山7月30日表示，自《关于促进两岸经济文化交流合作的若干措施》（以下简称“31条措施”）发布实施以来，目前已有上海、天津、福建、厦门等十几个省（市）、地区出台细化落实措施。近来，广东、深圳、杭州、淮安也因地制宜陆续出台了具体实施办法。"
"877","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　——7月26日，广东省发布实施《关于促进粤台经济文化交流合作的若干措施》，包括13个板块，共48条具体措施。"
"878","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在聚焦“同等待遇”方面，台资企业可以特许经营方式参与广东省能源、交通、水利、环保、市政公用工程等基础设施建设；可与广东企业等各类资本同等条件参与省内各级政府的交通基础设施PPP项目等合作建设；可同等条件使用省土地保障与优惠措施；台胞可参加广东省劳动模范、“三八”红旗手等多项荣誉评比。"
"879","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在共享“广东红利”方面，率先与台企台胞分享近年来广东实施创新驱动发展、扩大对外开放、支持实体经济发展等系列政策利好和发展机遇；重点支持台资企业开展数字化、网络化、智能化和绿色化技术改造，加大台资研发机构的支持力度；台胞在广东省申办个体工商户经营范围参照港澳居民执行，达135项。"
"880","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在着眼“粤台融合”方面，扩大深化粤台各领域交流合作，涵盖产业、财税、用地、金融、教育、文化、医疗等多方面；重点支持新一代信息技术、高端智能装备、海洋经济等制造业新兴支柱产业的台资企业发展；着重加强文化学术民间交流。"
"881","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在回应“台胞”诉求方面，符合条件的台资企业可申请参与广东省政府采购活动，可按广东省企业同等条件申请纳入广东省创新产品清单，享受政府采购鼓励措施；台胞可凭台胞证注册登录“中国公共招聘网”“广东就业网”等政务和民生服务信息系统及平台。"
"882","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　——7月24日，深圳市推出“深圳贯彻‘31条措施’政策汇编”，内容涉及18个类别99项政策，包括发展和改革政策、财政资金及政府采购政策、经贸和信息化政策、科创政策、国资政策、金融政策、税收政策等，基本涵盖台胞在深圳学习、创业、就业、生活的各项同等待遇政策措施。此次推出的政策具有明显的普惠特征，在企业发展、人才引进、科技创新政策，对台企台胞在享受税收优惠政策、参与国家重点研发计划项目、基础设施建设、政府采购、申请各类基金项目等方面都介绍了相关规定，致力于为台企台胞营造稳定、公平、透明、可预期的营商环境。深圳市还特别提示，2018年深圳市级财政专项资金预算规模达257.37亿元人民币，共有54个专项，涵盖超过200个资助方向，符合条件的台企台胞均可按程序申报。"
"883","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　——7月17日，浙江省杭州市发布实施《关于进一步深化杭台经济文化交流合作的实施意见》，内容涉及投资、就业、学习、生活等方面，共60条具体措施。"
"884","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在共享杭州优势产业发展机遇方面，鼓励支持台企参与“大湾区”建设等重大行动计划、科研计划、平台建设；设立投资园区、产业合作区，入驻特色小镇、众创空间等创业创新基地；参与城市基础设施、“乡村振兴”建设和国有企业混合所有制改革；合作培养科研团队和技术人才；重大项目享受“一事一议”的支持政策；在知识产权转化、办会办展、金融授信等方面享有同等待遇。"
"885","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在助推台湾青年融入杭州发展方面，鼓励台湾青少年来杭州研学旅行；台湾大学生可向600多个见习基地申请实习并享有见习补贴，来杭州创业就业可申请最高20万元资助和30万元小额担保贷款；台湾青年可在杭州参加免费职业技能培训和专场招聘会；申报各类人才计划享有同等待遇。"
"886","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在便利生活细节方面，台胞除可购买商品房外还可申请公租房、青年人才驿站；可享受乘坐市内公共交通、游览景点优惠，以及公共文化、法律咨询等方面免费服务；在办理使用社保、医保、住房公积金等方面可得到快速高效服务；在杭州就学、就业、生活的台胞及其家属通过申领杭州市民卡可享受多项便利服务“大礼包”。"
"887","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　——7月23日，江苏省淮安市发布《关于促进淮台经济文化交流合作实施办法》，包括5个方面58条具体举措。"
"888","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在促进淮台经贸合作方面，支持在淮台胞台企参与“一区两带一枢纽”建设，在项目引进、参与基础设施建设、政府采购、科技研发、进口税收优惠、工业用地优惠等更多领域享受同等待遇。"
"889","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在帮扶台胞创业方面，以“六个一律”帮扶台胞在淮创业，即台胞开办小微企业，一律开辟“绿色通道”，一律按下限收取行政事业性费用，一律给予免费创业培训，一律给予税收优惠，一律开放全市公共服务平台、科技研发平台，一律给予金融帮办服务。"
"890","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在打造台湾人才高地方面，在淮安市自主申报入选国家“千人计划”“万人计划”的台湾专业人才，在淮企事业单位就业、创业的台湾人才，入选“苏北计划”暨“淮上英才计划”创新创业急需人才项目的台湾人才，均按一定标准予以资金补助，符合条件的，同等享受购房租房补贴、培训、体检、疗养等服务待遇。"
"891","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在深化淮台交流方面，设立专项资金、协助台商台胞申报各级文化项目和资金、发挥台商学院作用、鼓励台商台胞参与社会建设，加强淮台社会文化交流合作。"
"892","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网","　　在优化台商服务方面，在台商台胞办事、子女入学、就医、购房、社保、出行、荣誉称号评选、涉台商事案件调解、劳资纠纷调处等方面创新服务措施。"
"893","国台办：广东、深圳、杭州等地陆续出台“31条措施”具体实施办法"," 时间:2018-07-30 13:26　　　来源：新华网",""
"894","国台办：民进党当局挟洋自重只会将台湾带向危险境地"," 时间:2018-07-25 20:00　　　来源：新华网","　　新华社北京7月25日电 国务院台办发言人安峰山25日应询表示，两岸同属一个中国，台湾是中国神圣领土不可分割的一部分，这是国际社会的共识，任何势力都决不可能改变。台湾问题是中国内政，我们绝不容许、坚决反对外部势力干涉。民进党当局企图挟洋自重，只会加剧台海局势的动荡不安，将台湾带向危险的境地。"
"895","国台办：民进党当局挟洋自重只会将台湾带向危险境地"," 时间:2018-07-25 20:00　　　来源：新华网","　　有记者问：据报道，日前台湾当局对外交往部门负责人吴钊燮接受美国CNN采访时，就两岸关系和美台关系等问题发表看法，称“台湾靠自己生存于中国之外”，并表示若没有美国持续的军事支持，台湾容易被大陆“武力占领”。请问发言人对此有何评论？安峰山作了上述表示。"
"896","国台办：民进党当局挟洋自重只会将台湾带向危险境地"," 时间:2018-07-25 20:00　　　来源：新华网",""
"897","国台办评东亚奥协决定取消2019年东亚青运会"," 时间:2018-07-25 14:06　　　来源：新华网","　　新华社北京7月25日电（记者陈键兴）国务院台办发言人安峰山25日答记者问时指出，东亚奥协决定取消2019年东亚青年运动会，原因在于台湾一些政治势力和“台独”分子，在民进党当局的纵容下推动所谓“东京奥运正名公投”，公然挑战“奥运模式”，使台中2019年东亚青年运动会面临极大的政治风险和政治干扰。我们历来反对以政治干预体育，对所谓“正名公投”的挑衅，多次表达了坚决反对的立场。国际奥委会也高度关注，并致函中华台北奥委会表明态度。“奥运模式”必须坚持和维护，这是国际体育界的共识。取消台中2019年东亚青年运动会，是东亚奥协作出的正确决定。"
