"","縣市","姓名","金額","描述","link","選舉","推薦政黨","當選註記","count"
"90","臺北市","李建昌",1781423,"宣傳支出中，有標示廣告看板支出細項，共申報7筆。總金額為1781423元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1ATcNvZbkYA4aiqWfmqTGYuby485Jgd68nFvX-nJ0iok/edit?usp=sharing","2018 議員","民主進步黨","*",4
"91","臺中市","李麗華",745254,"宣傳支出中，有標示廣告看板支出細項，共申報11筆。總金額為745254元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1xCHNfoRtbls6O4flvo96Tx_XsDKbAbxIkVVek_Cl5Kw/edit?usp=sharing","2018 議員","中國國民黨","*",3
"92","臺北市","李明賢",124247,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為124247元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Mtkga6FTakHL-3CSP45FODoncfuGl2kNbrUxbmMxdms/edit?usp=sharing","2018 議員","中國國民黨","*",5
"93","新北市","李倩萍",286405,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為286405元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1lqxgokwr8udaxp00ufI0-XBhDz98D8YmxFXkzaagdYA/edit?usp=sharing","2018 議員","民主進步黨","*",4
"94","臺北市","李慶鋒",1032952,"宣傳支出中，有標示廣告看板支出細項，共申報10筆。總金額為1032952元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1M5F1Hah6LCw_qp_wYJUpLUwo8YpQTGM5uYT0YBPj3VE/edit?usp=sharing","2018 議員","民主進步黨",NA,3
"95","臺北市","李慶元",205000,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為205000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1jrBGj61iR1qSYSH0wGkDMhNxGM5OkfMc0QOXF_KD9A4/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",7
"96","臺中市","李天生",2507202,"宣傳支出中，有標示廣告看板支出細項，共申報12筆。總金額為2507202元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1TMf9njnBq7ShFDRY6BWjUS_OG_Cr1Hbn_28GlAEhsUg/edit?usp=sharing","2018 議員","民主進步黨","*",1
"97","高雄市","李雅芬",105000,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為105000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/11cwBK1LJ_dXELwFE1R8okihBXCfjbWLHykKsHR0neqg/edit?usp=sharing","2018 議員","中國國民黨","*",3
"98","新北市","李余典",33679,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為33679元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1WdO8F0-MJzShGKXd-1OrnIMisO9mZqzH8RcfcIs5UrU/edit?usp=sharing","2018 議員","民主進步黨","*",1
"99","臺中市","李中",3681524,"宣傳支出中，有標示廣告看板支出細項，共申報124筆。總金額為3681524元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1GYi-_uXYFP2_zHGrpes_HYfruf4U0j1c9empkhKvyDo/edit?usp=sharing","2018 議員","中國國民黨","*",1
"100","南投縣","李洲忠",103571,"宣傳支出中，有標示廣告看板支出細項，共申報5筆。總金額為103571元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1XhszIYihYP-Mu42cR-yfkrXfb8RmNjJMB0pcCdcd9AM/edit?usp=sharing","2018 議員","中國國民黨","*",6
"101","臺南市","李宗霖",440000,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為440000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1ST6xUOi6b9Vxnc9qqkLFGXN4QnjK3YN75JjkEPh_z_g/edit?usp=sharing","2018 議員","基進黨",NA,1
"102","新北市","連斐璠",79600,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為79600元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/16WlF3OAPkGAnCseqB39XHcP_Oo494zoQQCKRIHQSA6Y/edit?usp=sharing","2018 議員","中國國民黨","*",4
"103","臺北市","梁文傑",2228169,"宣傳支出中，有標示廣告看板支出細項，共申報10筆。總金額為2228169元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1WhWIZd7IFYGuCeryJAcUCd3g6itljiDkFz_Qx655jHU/edit?usp=sharing","2018 議員","民主進步黨","*",9
"104","新北市","廖先翔",65200,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為65200元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/18SmNFGZmj_iRYbuV8i060tvACkugiSicTS-jByQVypc/edit?usp=sharing","2018 議員","中國國民黨","*",10
"105","新北市","廖宜琨",10500,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為10500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1uK9IB7mZEcd6mZieSSFyuCoKoczIi77ty8VTmhCi5fE/edit?usp=sharing","2018 議員","民主進步黨","*",2
"106","南投縣","廖梓佑",173600,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為173600元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1nBRMp_gJ9I1JnBOCpQ7sMRjjmB7Jmd7bzGe_w5Zb5_I/edit?usp=sharing","2018 議員","民主進步黨","*",6
"107","臺中市","林碧秀",138000,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為138000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Zq0hb_xSbuSjkmZtszLC7cZ03TbQNudYxYg_1w6Bowo/edit?usp=sharing","2018 議員","中國國民黨","*",1
"108","高雄市","林恭正",151500,"宣傳支出中，有標示廣告看板支出細項，共申報18筆。總金額為151500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1i9e4iZDcCuZFnC3M911xJs8cuRjx9YMYLnNgCD-RvQ4/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"109","臺北市","林國成",1509085,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為1509085元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1wdqVwgmXXwTW7cKqA7FZPW2denoXe3wSp080dow6epU/edit?usp=sharing","2018 議員","親民黨","*",13
"110","臺中市","林國佑",38480,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為38480元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/18KveOor95LZL7VK9NoQQseFbFwSSlS-guvXAokGrRLY/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,4
"111","臺中市","林佳龍",5404653,"宣傳支出中，有標示廣告看板支出細項，共申報38筆。總金額為5404653元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1ZSLiBG2fb3rPkBvuYAL8_2u4B9feITLJRyES4OYWais/edit?usp=sharing","2018 縣市長","民主進步黨",NA,4
"112","臺北市","林婕麗",15905,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為15905元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1i5II1uqD8o2rfb1EACh4zqdI0kPozxaJ20z_l6XOKf8/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,6
"113","新北市","林金結",970960,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為970960元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1CVkDf3fyyC-xOVct3bI-QX-uqSBtLqdIMPZkF9yBOG4/edit?usp=sharing","2018 議員","中國國民黨","*",3
"114","桃園市","林俐玲",449898,"宣傳支出中，有標示廣告看板支出細項，共申報9筆。總金額為449898元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1MjgtgQLA-101p1N0nQuzfYMDIGn3MNcwXlFrBtJJc68/edit?usp=sharing","2018 議員","民主進步黨","*",1
"115","臺北市","林亮君",480595,"宣傳支出中，有標示廣告看板支出細項，共申報12筆。總金額為480595元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1enbiLn2rpK0iKHIBl95iy_cG0Sd_rjBlQkMAqjXUO2c/edit?usp=sharing","2018 議員","時代力量","*",3
"116","臺中市","林孟令",2400,"宣傳支出中，有標示廣告看板支出細項，共申報0筆。僅有一筆為「手拿看板」2400元。2400元，。","https://docs.google.com/spreadsheets/d/1YBPncuaaMGfsvTD03A0v0XtXnycyBr5t47dzmnpf_Xs/edit?usp=sharing","2018 議員","中國國民黨","*",6
"117","基隆市","林明智",251723,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為251723元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1uAkRARil1MRtH8LU4rwkvkw5KQI0LGoJ5a5LxgXJ0XA/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"118","新北市","林銘仁",154770,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為154770元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1LRI1s-sceyldiJvlVs9w56O6X8n1Phy2ZXiynfYOlPE/edit?usp=sharing","2018 議員","民主進步黨","*",1
"119","臺中市","林祈烽",1e+05,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為100000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1bmXk3DgGUv0GGPrsSmVJwetd8V7xIfCW3taFxdPRHSY/edit?usp=sharing","2018 議員","民主進步黨","*",1
"120","臺北市","林瑞圖",1140150,"宣傳支出中，有標示廣告看板支出細項，共申報5筆。總金額為1140150元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1odtONhsgUTrSho9VIdrpt247ErrUOUDcyy_v-kzYvnI/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",2
"121","臺北市","林世宗",1168275,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為1168275元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1tkbh93QMrhrrFj8JA0HR5vgKAgNUZCSG3hf9-FZ7KK4/edit?usp=sharing","2018 議員","民主進步黨","*",3
"122","臺北市","林亭君",713022,"宣傳支出中，有標示廣告看板支出細項，共申報10筆。總金額為713022元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1JFp1AXuzh2s49lOrBj9-TD150b99l_yjPGT_hKxJYWw/edit?usp=sharing","2018 議員","中國國民黨",NA,7
"123","臺北市","林杏兒",764500,"宣傳支出中，有標示廣告看板支出細項，共申報7筆。總金額為764500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1INYghlFVtPiobK1p9e0Yu1QMphvGwly-Wte27RHqykc/edit?usp=sharing","2018 議員","中國國民黨",NA,3
"124","嘉義縣","林秀琴",310946,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為310946元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/13ZoEGLkQSa3xZI5bWD88hrx4zCHUaBu5ajwUmWp83eQ/edit?usp=sharing","2018 議員","民主進步黨","*",2
"125","新竹縣","林燕聰",41000,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為41000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1818kaKy5uGwG6t6fXqUI1dS4OIl9wZ9CXVBw1BSzHCU/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"126","臺南市","林宜瑾",349000,"宣傳支出中，有標示廣告看板支出細項，共申報11筆。總金額為349000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1JnUJroMSo9gTuHeA-Y1n9JtE1CeO1Y2Q285uCOAa6Ck/edit?usp=sharing","2018 議員","民主進步黨","*",2
"127","臺北市","林穎孟",702905,"宣傳支出中，有標示廣告看板支出細項，共申報9筆。總金額為702905元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/180duMWoDhV5JuOstTrPF2EjZP2cN0iVyqCAV57zl8vU/edit?usp=sharing","2018 議員","時代力量","*",2
"128","基隆市","林右昌",2751467,"宣傳支出中，有標示廣告看板支出細項，共申報20筆。總金額為2751467元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/13CF33GT6uwlXcPg-mzQzYCobY-4jHNkUMad2rPtoOc4/edit?usp=sharing","2018 縣市長","民主進步黨","*",8
"129","高雄市","林于凱",1547660,"宣傳支出中，有標示廣告看板支出細項，共申報31筆。總金額為1547660元，有區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1hQobe8qsu6F1Tb2qoFnSQ8K9F6SfBUOs-clvDPP7JLM/edit?usp=sharing","2018 議員","時代力量","*",1
"130","嘉義縣","林于玲",465500,"宣傳支出中，有標示廣告看板支出細項，共申報6筆。總金額為465500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1xEquqdcZcTaWZupuIksahOPK5Hy42k6BNp9dcoRllq4/edit?usp=sharing","2018 議員","中國國民黨","*",1
"131","桃園市","林正峰",47300,"宣傳支出中，有標示廣告看板支出細項，共申報9筆。總金額為47300元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1tCX0SOJ9qP_Eb79KuTC8yVstbVptoS8GF6oRpygcR-s/edit?usp=sharing","2018 議員","中國國民黨","*",1
"132","臺南市","林志聰",61500,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為61500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1QbbrqH2rUODz8XbykaTIfjmLfju1EZL2md5e2UdUryo/edit?usp=sharing","2018 議員","民主進步黨","*",9
"133","高雄市","林智鴻",318967,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為318967元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1kf98x7xYKwskBIR5WOZsACn-lqe6Vo16uJ_lNh6Pb-Q/edit?usp=sharing","2018 議員","民主進步黨","*",2
"134","宜蘭縣","林姿妙",5912994,"宣傳支出中，有標示廣告看板支出細項，共申報11筆。總金額為5912994元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Jhv75UaJ1XGyw1fO4Dyyr9LfAYL8DWlQCUx0gOtHryo/edit?usp=sharing","2018 縣市長","中國國民黨","*",1
"135","高雄市","林子盟",147220,"宣傳支出中，有標示廣告看板支出細項，共申報10筆。總金額為147220元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1h4s2vXDtTzG-iYbwGUodh3txjQ-TSyLizjxq4vg8qrU/edit?usp=sharing","2018 議員","時代力量",NA,1
"136","桃園市","劉安祺",4100,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為4100元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1HmS9zp4w-0fai5GS3sa5sMe6VlrzazV7lTmYuO8PCec/edit?usp=sharing","2018 議員","中國國民黨","*",2
"137","桃園市","劉勝全",40000,"宣傳支出中，有標示廣告看板支出細項，共申報5筆。總金額為40000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1bOC5RzWLRkWTdtVIpZK3JL4syxN0IUjUhdNAm6bEgk8/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"138","臺中市","劉士州",864225,"宣傳支出中，有標示廣告看板支出細項，共申報9筆。總金額為864225元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/10yR8V30ka29n4wu5R4CTQAuNcYd7g9yjyAAMy1YzHIY/edit?usp=sharing","2018 議員","中國國民黨","*",2
"139","臺北市","劉仕傑",140000,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為140000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/14d3Nh27_RDlcwYzxg5h-pzimaV8hBHp-1bE0FfRAJC8/edit?usp=sharing","2018 議員","社會民主黨",NA,1
"140","臺北市","劉耀仁",1183500,"宣傳支出中，有標示廣告看板支出細項，共申報5筆。總金額為1183500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1IOKnCrjuFELJHqWF47fUAFAJiq8INeLdFXjFADe8ems/edit?usp=sharing","2018 議員","民主進步黨","*",2
"141","新北市","劉哲彰",2560138,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為2560138元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1oLQiBbnJho0f3PElZuHUJukJcGuQC9HhTTjvUXpaKR8/edit?usp=sharing","2018 議員","中國國民黨","*",2
"142","臺中市","盧秀燕",2748410,"宣傳支出中，有標示廣告看板支出細項，共申報77筆。總金額為2748410元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1b9AAE-kQ_X1RvORaBzxx_-0MZIbZqgx_pcqt5oKk9yk/edit?usp=sharing","2018 縣市長","中國國民黨","*",8
"143","基隆市","呂美玲",140000,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為140000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1J6e7rmZoytWJYW1O6d48EcQyRAv-YTC5VCofQPgTBbs/edit?usp=sharing","2018 議員","中國國民黨","*",1
"144","南投縣","羅美玲",152210,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為152210元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1G2Iw2bxamQpU11KfhT1-gXSCaAVnZkVVjYY69swG2UI/edit?usp=sharing","2018 議員","民主進步黨","*",2
"145","新北市","羅文崇",1611000,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為1611000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1VSo7UbQmTErqN1aWdAkeoNXVXhZlYgeBFOVil7lJbYY/edit?usp=sharing","2018 議員","民主進步黨","*",5
"146","苗栗縣","孟文源",121650,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為121650元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1UA535TmCOualkL46I45aTIDYnkychmgskZ_D9CvuMeA/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"147","臺北市","苗博雅",99393,"宣傳支出中，有標示廣告看板支出細項，共申報10筆。總金額為99393元，有區分單塊看板明細。","https://docs.google.com/spreadsheets/d/17nfgjbv46rJnrYPpr7WbITBuJa4G_RVSkP31t7r3vek/edit?usp=sharing","2018 議員","社會民主黨","*",6
"148","新北市","彭佳芸",837143,"宣傳支出中，有標示廣告看板支出細項，共申報8筆。總金額為837143元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1syT9gbHVSjqGMO6fTySzSfEjfyfkBnFPslRDqbx2vvM/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",4
"149","新北市","彭盛韶",777409,"候選人申報之政治獻金資料，看板相關的金額共有15筆。總金額為777409元，。","https://docs.google.com/spreadsheets/d/1coEBUirO5cBZtsVKSeJ_bh3r-yZmVSUaec0lzI3WzmI/edit?usp=sharing","2018 議員","時代力量",NA,13
"150","臺北市","秦慧珠",885000,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為885000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1QnPsifZ0_CnifAaK-_BuZChrBU4L6EbLfRUYHG4a81c/edit?usp=sharing","2018 議員","中國國民黨","*",21
"151","桃園市","邱德順",1201090,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為1201090元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1a4KsK60pKmGJmOWLOcLzrVlEg_VMR9sPCzETgrGbhpA/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"152","新北市","邱烽堯",808605,"宣傳支出中，有標示廣告看板支出細項，共申報6筆。總金額為808605元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1bO4CG5vhTrnP32_12CLj5762Nko_LAbHd527zsK6V3s/edit?usp=sharing","2018 議員","中國國民黨","*",4
"153","臺南市","邱莉莉",327000,"宣傳支出中，有標示廣告看板支出細項，共申報13筆。總金額為327000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Uf6bchV1bnGgNxWuVDGLrAIGNfxSyTSqODI-ZtAek1c/edit?usp=sharing","2018 議員","民主進步黨","*",5
"154","新北市","邱婷蔚",9814,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為9814元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1kiRkGEEpPKk1okvlCdVpCDZMy9IjJlFFysZKWVHKC2A/edit?usp=sharing","2018 議員","民主進步黨",NA,2
"155","臺北市","邱威傑",180,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為180元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1P4RzuLd1XGmYMKKfPkfjRcsRqRYfNI24SfIerU8QfGg/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"156","桃園市","邱奕勝",135300,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為135300元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Dg4dux_PfPntQmRK4CV5nH-NnqH--ArUWlqdk9OhXZg/edit?usp=sharing","2018 議員","中國國民黨","*",1
"157","臺北市","闕枚莎",546417,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為546417元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1eVim36LPi7KWN7BzJRBKv9UeQj0N63_aUa23DoKNCa4/edit?usp=sharing","2018 議員","中國國民黨","*",11
"158","臺中市","阮啓平",196616,"宣傳支出中，有標示廣告看板支出細項，共申報10筆。總金額為196616元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Hc_Gts7CTN9tFZ4un7PawAN_j6DMY_gWoqdGpriyoNk/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"159","臺北市","阮昭雄",2908294,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為2908294元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1yWQY5VEcLbsSEeyftPrCmQLJM9JXJvFy-lYKwjNzKbg/edit?usp=sharing","2018 議員","民主進步黨","*",11
"160","新北市","施嘉榮",977843,"宣傳支出中，有標示廣告看板支出細項，共申報9筆。總金額為977843元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1dloghcqjUgVPdqHUv8ZRwq_i5OuFRb36ylpziJv2hQo/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"161","新北市","石一佑",591335,"宣傳支出中，有標示廣告看板支出細項，共申報5筆。總金額為591335元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1DGsorajCOxqjfxW4dEC46HyvMgy6XAKriO8sCVXphNo/edit?usp=sharing","2018 議員","民主進步黨",NA,7
"162","新北市","蘇泓欽",422000,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為422000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1K18cvZQtWaU5GWCKhND5Hl9kiGiDHPulGTgp2AVyImc/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"163","臺南市","蘇煥智",1353767,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為1353767元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1rC3cu0Df-k1J8fziJVbhQOfii-HJTeMnheIwyqvoXZM/edit?usp=sharing","2018 縣市長","無黨籍及未經政黨推薦",NA,3
"164","新北市","蘇貞昌",4404519,"宣傳支出中，有標示廣告看板支出細項，共申報25筆。總金額為4404519元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1nRbDCWDDKJA1VO8hJNPv0vpsiguKVhrG1OHz7GVjZx8/edit?usp=sharing","2018 縣市長","民主進步黨",NA,34
"165","宜蘭縣","孫博萮",17850,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為17850元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1guRmx1TN30cNgvYtX076QEh5saoc9VWWT5JKh2Tm2uE/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"166","高雄市","孫健萍",139550,"宣傳支出中，有標示廣告看板支出細項，共申報9筆。總金額為139550元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1n2uD-Y8rAOHJ5echg2dI5psgCe2ox5AIKTmFo_0vw_I/edit?usp=sharing","2018 議員","中國國民黨",NA,2
"167","臺南市","唐碧娥",21735,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為21735元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1bynp9U20afgcMDJGynWVsrWFnFO7UwuXS1J4Jk7PqO0/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"168","新北市","唐慧琳",429500,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為429500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1q3k34IzmXcfveVNKrXj29liZlOLr1u5cjlGS3RYeO0c/edit?usp=sharing","2018 議員","中國國民黨","*",1
"169","臺北市","汪志冰",1101875,"宣傳支出中，有標示廣告看板支出細項，共申報7筆。總金額為1101875元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/14Ekld4gK5wW8KxsGQBjfSqnHjA09Fvi1dcRupx50XPI/edit?usp=sharing","2018 議員","中國國民黨","*",7
"170","臺北市","王浩",122979,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為122979元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1f_5eASe0r-fID3597ALl-lkRhQH8yMXAldFCfuRgPbI/edit?usp=sharing","2018 議員","中國國民黨","*",7
"171","臺北市","王鴻薇",757500,"宣傳支出中，有標示廣告看板支出細項，共申報10筆。總金額為757500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1WKkmgsBx2cOFWYSfDvjLuVx3DAVi-Mu6JAP-AW61cBI/edit?usp=sharing","2018 議員","中國國民黨","*",5
"172","彰化縣","王惠美",62600,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為62600元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1_YKuyck2PwwLHDT0W4uMErKpas3XxdEvrK82Wn35PoU/edit?usp=sharing","2018 縣市長","中國國民黨","*",4
"173","臺北市","王閔生",1820510,"宣傳支出中，有標示廣告看板支出細項，共申報16筆。總金額為1820510元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/10XJsXOSsc7zINfi699SyfQu03YEJoIfg_gQjGmThdRw/edit?usp=sharing","2018 議員","民主進步黨","*",6
"174","臺北市","王世堅",1654500,"宣傳支出中，有標示廣告看板支出細項，共申報14筆。總金額為1654500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/11Ymrsb5_WyzPvtneFAouNuSTmLepiwNHOIvjiEZpIWA/edit?usp=sharing","2018 議員","民主進步黨","*",1
"175","新北市","王淑慧",91624,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為91624元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1nGLQ-tFoNqNN3YXKpGIKwv4hMwaB912X8Q7_SLrzVnM/edit?usp=sharing","2018 議員","民主進步黨","*",1
"176","臺北市","王威中",2296497,"宣傳支出中，有標示廣告看板支出細項，共申報24筆。總金額為2296497元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1C-Ks6eMCBtegMIDCmsNIYGHo9KaMWyr9Ns5OauCNUBQ/edit?usp=sharing","2018 議員","民主進步黨",NA,3
"177","臺北市","王孝維",678930,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為678930元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/12XyRumdIGAlC_V56ZKTToo5GohqO79tdDaPDNg1Vx-Q/edit?usp=sharing","2018 議員","民主進步黨",NA,6
"178","臺北市","王欣儀",60000,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為60000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1XhPSTHViYAo-jw0ZtPEcHQsrRAjRedjYeNseZOVnSvI/edit?usp=sharing","2018 議員","中國國民黨","*",13
