"","date_2018","Page.Name","Page.Category","Page.Admin.Top.Country","Post.Created","Total.Interactions","Message","Link"
"31","2018-06-06","我是台灣人．台灣是咱的國家","ACTIVITY_GENERAL","TW","2018-06-06 01:52:26 CST","3,723","東奧台灣正名，不是獨派大團結，而是台灣人大團結 除非自認為自己是中國人，願意接受世人歧視的眼光 沒有台灣人是局外人，台灣正名是走向世界唯一的路","https://blog.hamibook.com.tw/%E6%96%B0%E8%81%9E%E6%99%82%E4%BA%8B/%E5%BF%AB%E8%AE%80_%E6%96%B0%E6%96%B0%E8%81%9E-1625%E6%9C%9F_%E6%9D%B1%E4%BA%AC%E5%A5%A7%E9%81%8B%E6%AD%A3%E5%90%8D%E3%80%8C%E5%8F%B0%E7%81%A3%E9%9A%8A%E3%80%8D%E5%8D%B3%E5%B0%87%E6%88%90%E7%9C%9F/"
"32","2018-06-07","RADICAL Studio - 激進工作室","ADVERTISING_MARKETING","TW","2018-06-07 21:00:01 CST","22","＃台日友好 日系女孩輕鬆駕馭 快來投稿給我們吧！ 激進® 18' A/W 台日友好帽 ともだち（老帽版型）- PINK 國民外交自己做 https://bit.ly/2w4W9uR 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！ >>2020東京奧運我們開始叫台灣！【第一彈】(影音) https://goo.gl/gChvbd >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans >>郵筒位置 https://www.2020teamtaiwan.org/post_map/ >>全台實體連署站（google map） https://www.2020teamtaiwan.org/petitionmap/ >>取得更多空白連署書 https://goo.gl/EgmTkr","https://www.facebook.com/rdcstu/photos/a.245154035502753/2249824891702314/?type=3"
"33","2018-06-07","進擊的台灣隊-Team Taiwan","ACTIVITY_GENERAL","TW","2018-06-07 11:30:01 CST","1,174","統戰自助餐 ------------ 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！ >>2020東京奧運我們開始叫台灣！【第一彈】(影音) https://goo.gl/gChvbd >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans >>郵筒位置 https://www.2020teamtaiwan.org/post_map/ >>全台實體連署站（google map） https://www.2020teamtaiwan.org/petitionmap/ >>取得更多空白連署書 https://goo.gl/EgmTkr >>志工招募 https://goo.gl/fi3AmY >>懶人包 https://goo.gl/KrDrZC >>公投主文&理由書 https://goo.gl/oM8wFZ >>識別設計の理念 http://goo.gl/NkhMHK >>手作特效框 https://goo.gl/DvcJ63 >>我們的網站 http://teamtaiwan.team/","https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849/777991829064113/?type=3"
"34","2018-06-07","我是台灣人．台灣是咱的國家","ACTIVITY_GENERAL","TW","2018-06-07 22:52:10 CST","299","這個禮拜天下午2點，西門町正名連署站，要舉辦東奧台灣正名運動台日交流記者會，現場日本方面會進行直播。 原本心中屬意一位過去擔任過歌手的朋友，來獻唱這首【You Raise Me Up】，為我們向當天來訪的這些日本朋友致敬。感謝他們這一年來，在日本街頭任風吹日曬雨淋，為台灣推動東奧正名連署。 https://www.youtube.com/watch?v=cXtcc5mgKTA 可惜當天她人在加拿大，無法趕回來參與活動。真希望有人可以在當天，代表我們台灣人，向這些日本朋友獻唱這首歌，表達我們心中無比的感恩之情。","https://www.youtube.com/watch?v=cXtcc5mgKTA"
"35","2018-06-07","我是台灣人","ACTIVITY_GENERAL","TW","2018-06-07 13:56:15 CST","353","統戰自助餐 ------------ 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！","https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849/777991829064113/?type=3"
"36","2018-06-07","台灣教授協會","NON_PROFIT","TW","2018-06-07 20:02:17 CST","58","中正大學東奧正名連署持續進行中！ 　 地點：中正大學宿舍區 時間：20:00 - 21:30 　 簽完想拿來的、還沒簽的都歡迎來現場找穿背心的志工喔！ 如果有意願一起當連署的夥伴，也非常歡迎私訊我們！ #台灣 #台灣隊 #東京奧運正名連署 #2020東奧正名 #台灣就是台灣 #taiwan #teamtaiwan #lettaiwanbetaiwan #taiwanisnotchinesetaipei #2020takyoolympicgame","https://www.facebook.com/TAUPfans/photos/a.194271440635388/1846955468700302/?type=3"
"37","2018-06-08","民報","PERSON","TW","2018-06-08 22:06:49 CST","1,024","＃嘉義女中 學生8日下午放學後，就在校門外不遠處文化路與垂楊路口的文化公園路旁擺攤訴求，邀請民眾加入 #2020東奧台灣正名 連署行列。她們表示：台灣就是台灣！自己雖然未滿18歲不能直接連署，但願為這個為這個有意義的活動付出心力。學生們的行動獲得不少民眾的支持與讚許… #林瑞霞 #蔡文旭","http://www.peoplenews.tw/news/aac53e94-8866-41cd-be71-cc34b9f16dac"
"38","2018-06-08","我是台灣人．台灣是咱的國家","ACTIVITY_GENERAL","TW","2018-06-08 04:09:20 CST","381","推薦東奧正名運動志工團","https://docs.google.com/forms/d/e/1FAIpQLSfbcmdxxqj9y_fU8sT7hTDfgWZMFoN4DYd3RA9EDAR7f7wYQA/viewform"
"39","2018-06-08","台灣教授協會","NON_PROFIT","TW","2018-06-08 14:52:21 CST","17","台中教育大學東奧正名連署持續進行中！ 　 地點：台中教育大學求真樓大廳 時間：6/8 13:00 - 16:00 　 簽完想拿來的、還沒簽的都歡迎來現場找穿背心的志工喔！ 如果有意願一起當連署的夥伴，也非常歡迎私訊我們！ #台灣 #台灣隊 #東京奧運正名連署 #2020東奧正名 #台灣就是台灣 #taiwan #teamtaiwan #lettaiwanbetaiwan #taiwanisnotchinesetaipei #2020takyoolympicgame","https://www.facebook.com/TAUPfans/photos/a.710108912384969/1847801368615712/?type=3"
"40","2018-06-08","台北蜂鳥","ACTIVITY_GENERAL","TW","2018-06-08 21:00:01 CST","12","【公民覺醒】東奧正名公投：自己的台灣隊自己拼 第二階段連署書下載：goo.gl/q85AhC:=:https://accounts.google.com/ServiceLogin?service=wise&passive=1209600&continue=https://drive.google.com/file/d/1jhlf9bcz496qbap8I3msljSNToR45-VZ/view&followup=https://drive.google.com/file/d/1jhlf9bcz496qbap8I3msljSNToR45-VZ/view 「當王建民、陳金鋒這樣的『台灣之光』，球衣背後掛上『Chinese』，你會不會覺得什麼地方怪怪的？」 身為東奧正名小組的一分子，向人介紹東京奧運正名公投時，我試著先挑起對方的疑問，再進一步闡述用「台灣」的名字參加比賽，為台灣宣傳是多麽重要的一件事。東京奧運正名連署，已如火如荼進行月餘，目標是在八月底之前，達到三十萬份的門檻。其實這是相當艱鉅的目標，尤其在沒有經費的情形之下， 正名小組只靠著少少的志工，其中艱辛更是可見一斑。 台南的大東夜市人潮絡繹不絕，摩肩擦踵的盛況，在通道中近乎是被推著移動，這種熱鬧一直持續直到夜深。有天，我騎車經過大東夜市，在大東夜市的一隅，偶然瞥見東奧正名的連署站，只見一個老人穿著證明小組的背心，掛著「站長」的吊牌，坐在那裏，然而桌子的另一頭卻門可羅雀。心中又驚又喜，「夥伴！」，我上前打了個招呼，得知站長是人稱「王董」的王溪河先生。老人苦笑著說，夜市經過的人這麼多，但一個晚上也簽不了幾張，一般人對這件事的漠視讓他甚感無奈。 話鋒一轉，王董感慨地說，他在2014年太陽花事件的無罪判決才剛下來沒多久，他不只是最初衝入立法院的那一批人，後續島國前進一個個的公投案，他也都親身參與，擺了不只兩年時間的連署站，更是台灣獨立大旗隊的成員，每個週末在車頭努力地喚起大眾的台灣意識。 「台灣人只有事情燒到屁股了，才會是自己的事情。」王董説，這是他走街頭多年來的體悟。於是我追問，那你是為了什麼而堅持每個禮拜不斷的上街頭、出來擺攤？ 只見他娓娓道來：「我退休了，已經70了，台灣未來發展成怎樣，跟我王董個人好像也沒太大的牽連了，但我在台灣這片土地吃到這個歲數，只想本著一顆台灣心，盡可能為台灣做點事情。像東奧正名這件對台灣這麼重要的事，政府都沒有在做，不管是要選舉也好，沒有要選舉也好，『莫忘初衷』這種話也都只是嘴上講講，立法委員跟助理的薪水都是我們這些憨百姓在繳的，他們有幾個真的為了台灣在做事情？當政治淪為一次又一次的利益算計，我們只能自己出來，一個人的力量雖然綿薄，但也聊勝於無。」 最後，王董也勉勵我，他對年輕人出來參政、改變政治的生態，還是抱持很大的希望。「少年仔，台灣的未來要靠你們去衝，而我一個老人，花時間在這裡擺攤對我來說只是小事一樁。」我心頭頓時感到暖暖的，因為我知道，建國路上，我們並不孤單。臨去之前，我向王董點了點頭致意，「辛苦了！」 -------- 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！ >>全台實體連署點 http://goo.gl/EYw4fC:=:http://teamtaiwan.team/action_list.php >>如何取得【連署書】？ https://goo.gl/EgmTkr:=:https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FTeamTaiwan.2020TokyoOlympics%2Fphotos%2Fa.504547829741849.1073741828.492749717588327%2F749143668615596%2F%3Ftype%3D3%26theater >>懶人包 https://goo.gl/KrDrZC:=:https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FTeamTaiwan.2020TokyoOlympics%2Fposts%2F753241248205838 >>志工招募 https://goo.gl/fi3AmY:=:https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FTeamTaiwan.2020TokyoOlympics%2Fposts%2F763554620507834 >>公投主文&理由書 https://goo.gl/oM8wFZ:=:https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FTeamTaiwan.2020TokyoOlympics%2Fposts%2F723665517830078 >>識別設計の理念 http://goo.gl/NkhMHK:=:https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FTeamTaiwan.2020TokyoOlympics%2Fphotos%2Fa.504547829741849.1073741828.492749717588327%2F707775059419124%2F%3Ftype%3D3%26theater >>手作特效框 https://goo.gl/DvcJ63:=:https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fprofilepicframes%3Fquery%3D%25E9%2580%25B2%25E6%2593%258A%25E7%259A%2584%25E5%258F%25B0%25E7%2581%25A3%25E9%259A%258A >>我們的網站 http://teamtaiwan.team/ -------- 文章出處： 六都春秋 https://goo.gl/Wnn9We:=:https://ladopost.com/newsDetail1.php?ntId=2&nId=1286 資料來源： 進擊的台灣隊-Team Taiwan https://goo.gl/Yiyvyc:=:https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FTeamTaiwan.2020TokyoOlympics%2Fphotos%2Fa.504547829741849.1073741828.492749717588327%2F749143668615596%2F%3Ftype%3D3%26theater","https://www.facebook.com/TPEBBirds/photos/a.1437526609868174/2078798152407680/?type=3"
"41","2018-06-08","島國前進 Taiwan March","ORG_GENERAL","TW","2018-06-08 10:00:01 CST","82","【2020東京奧運，為台灣隊加油！】座談會後記 💖 島國前進上周末在曬太陽洋食小館舉辦【2020東京奧運，為台灣隊加油！】座談會，請來2020東京奧運台灣正名行動小組召集人沈清楷先生 Chingkai Shen，與愛爾達足球知名球評石明謹先生，兩人從政治與體壇現況深入淺出地與台下互動，獲得相當熱烈的迴響。 做為2020東京奧運台灣正名行動小組召集人，沈清楷指出：「台灣不是中華台北Taiwan is not Chinese Taipei」，原本應該是由蔡英文來做，但因為台灣內外部都面臨著極大壓力，所以我們的出聲可以鼓舞到很多人。我們必須想盡許多辦法去自我主張，不然別人就很容易去幫你決定。於是在公投法補正後，就決定啟動東奧台灣隊公投；但『不僅是以台灣隊為全名去參加東京奧運，還有所有國際賽事，而且只要今年公投通過就馬上能用，政府就有義務去做。』 而對於中華奧會日前疑似跟中國奧會和國際奧會通風報信（並與中國奧會聯合施壓），說我們企圖將「Chinese Taipei (truncated)","https://www.facebook.com/taiwanmarch.tw/photos/a.538208232954730.1073741828.534777863297767/1541517585957118/?type=3"
"42","2018-06-08","我是台灣人．台灣是咱的國家","ACTIVITY_GENERAL","TW","2018-06-08 21:42:00 CST","620","在日本幫助台灣發動東奧正名連署行動的永山英樹一行人，暨最挺台灣的日本媒體「櫻電視」水島總台長，今天到訪台灣。台聯劉一德主席暨一票台派好友宴請這幾位台灣的貴賓。 大家幫水島總台長提前過生日，水島桑的兩個生日願望： 第一，希望「台灣永遠就是台灣」。 第二，希望「台灣跟日本永遠是最好的兄弟之國」。","https://www.facebook.com/welovetaiwancountry/videos/1749548201734263/"
"43","2018-06-08","RADICAL Studio - 激進工作室","ADVERTISING_MARKETING","TW","2018-06-08 16:30:00 CST","198","在中國民航局的要求下，近日全球多間航空公司陸續將官網上「台灣」名稱更改為「中國台灣」。但知名日台研究專家永山英樹7日發起活動，要求日航、全日空正名台灣，結果兩家在不到24小時內就完成更正，將中國台灣全數拿掉，高效率令他大讚，也感謝所有參與更正請求的人。 感謝 永山英樹 先生 ＃台日友好 激進® 18' A/W 台日友好帽 ともだち（老帽版型）- PINK 國民外交自己做 https://bit.ly/2w4W9uR:=:https://www.radicalonline.net/products/%E6%BF%80%E9%80%B2-%E5%8F%B0%E6%97%A5%E5%8F%8B%E5%A5%BD%E5%B8%BD-%E3%81%A8%E3%82%82%E3%81%A0%E3%81%A1%EF%BC%88%E6%9C%8B%E5%8F%8B%E5%B8%BD%EF%BC%89-pink 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！ >>2020東京奧運我們開始叫台灣！【第一彈】(影音) https://goo.gl/gChvbd:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/videos/775250489338247/ >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans >>郵筒位置 https://www.2020teamtaiwan.org/post_map/ >>全台實體連署站（google map） https://www.2020teamtaiwan.org/petitionmap/ >>取得更多空白連署書 https://goo.gl/EgmTkr:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/749143668615596/?type=3&theater","https://www.ettoday.net/news/20180608/1186698.htm"
"44","2018-06-08","Fair Game！TAIWAN！體育改革聯會","COMMUNITY","TW","2018-06-08 20:33:09 CST","447","小英總統，體育改革不是沾光、喊口號、打假球！ 職棒工會副主任焦佳弘：裝聾的人聽不見的最佳示範 台灣運動產業協會顧問焦佳弘（曾任立法委員黃國書前辦公室副主任，現任職棒工會副主任與國立體育大學體育博士生，日前參選棒協監事未當選）向公民媒體 沃草 Watchout 投書表示，蔡英文總統在「總統給問」專題中，關於體育改革相關問題，不論是直播過程，或事後的簡報檔案，完全沒有針對問題作出具體回應。 焦佳弘在投書中呼籲蔡政府，作為一個負責任的政府，應該好好地把問題看完、針對問題回應，並說明執政黨的體育政策為何、體育改革如何從政府自身做起，而不只是一味沾光、喊口號與打假球。 以下為部分引文： 「所有16個議題中，體育改革總共有35個人提出問題，數量為所有議題中第四名。題目涵蓋體育政見跳票、棒球三支箭未落實、體育改革未落實、職業運動員身分、大巨蛋問題、東奧正名等面向。可看出並非灌票式的集中提問。 令人遺憾的是，這些無論是對於總統府與行政院的行政官員，都不應該是無法回答的提問，但在直播過程、預錄影片或是會後的簡報檔，我們都沒能看到具體的回應。 作為一個負責任的政府，如果真的覺得自己跟國民黨不一樣，是不是可以真的能讓總統好好地把問題看完，好好地回應並告訴我們，民進黨政府的體育政策在哪裡，體育改革要如何從政府自身開始，不會只是『官員沾光』、『喊口號』與『打假球』？」 焦佳弘","https://medium.com/watchout/sport-c7a59f87f536"
"45","2018-06-08","台灣團結聯盟","POLITICIAN","TW","2018-06-08 14:59:35 CST","18","【台聯記者會採訪通知】 台聯首位新人正式提名記者會 ----用選舉推動台灣正名 ★時間：2018/6/9（六）10：00 ★地點：台聯中央黨部（台北市紹興北街35號4樓之3） ★來賓：台聯劉一德主席、水島總會長、永山英樹幹事長、沈清楷召集人、莊貽量先生 #東奧台灣正名公投 #2020東京奧運台灣正名行動 #台灣正名",""
"46","2018-06-09","進擊的台灣隊-Team Taiwan","ACTIVITY_GENERAL","TW","2018-06-09 17:00:42 CST","911","自己的名字自己救啦！ 不管是昨天日本的航空公司將台灣的名字改回來，或者是這則新聞提到的外交部向英國機構發表抗議，都證明一件事，當中國這個惡鄰居又在國際上打壓台灣時，我們一定要自己站出來捍衛自己的權益，推動台灣隊正名就是為了向國際發聲，自己的名字要自己捍衛！ ------------ 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！ >>2020東京奧運我們開始叫台灣！【第一彈】(影音) https://goo.gl/gChvbd:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/videos/775250489338247/ >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans >>郵筒位置 https://www.2020teamtaiwan.org/post_map/:=:https://www.2020teamtaiwan.org/ >>全台實體連署站（google map） https://www.2020teamtaiwan.org/petitionmap/:=:https://www.2020teamtaiwan.org/ >>取得更多空白連署書 https://goo.gl/EgmTkr:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/749143668615596/?type=3&theater >>志工招募 https://goo.gl/fi3AmY:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/763554620507834 >>懶人包 https://goo.gl/KrDrZC:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/753241248205838 >>公投主文&理由書 https://goo.gl/oM8wFZ:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/723665517830078 >>識別設計の理念 http://goo.gl/NkhMHK:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/707775059419124/?type=3&theater >>手作特效框 https://goo.gl/DvcJ63:=:https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fprofilepicframes%3Fquery%3D%25E9%2580%25B2%25E6%2593%258A%25E7%259A%2584%25E5%258F%25B0%25E7%2581%25A3%25E9%259A%258A >>我們的網站 http://teamtaiwan.team/","http://m.ltn.com.tw/news/politics/breakingnews/2452592?utm_medium=P"
"47","2018-06-09","台灣團結聯盟","POLITICIAN","TW","2018-06-09 14:45:53 CST","5","台聯主席劉一德日前於2020東奧正名記者會表示將以繳交1000份連署書做為新人提名先決條件。昨日，第一位達標獲得提名者出爐：高雄市左營楠梓區的莊貽量。劉一德表示，早年的黨外時代及民進黨初期，在野人士「用選舉發展民主運動」的精神，台聯將「以選舉推動正名運動」來延續。","https://www.facebook.com/tsu.org/photos/a.1928517547161147/1928517600494475/?type=3"
"48","2018-06-10","Rti 中央廣播電臺","RADIO_STATION","TW","2018-06-10 18:26:21 CST","8","【台日攜手 拚2020東奧正名】 到底是中華台北隊？還是台灣隊呢？🤔 延伸閱讀： 民團推東奧正名公投 盼將中華台北改為台灣 https://goo.gl/VUGXGL:=:https://news.rti.org.tw/news/view/id/390143 台灣隊正名 中華奧會：國際奧會不會核准 https://goo.gl/iWdHTq:=:https://news.rti.org.tw/news/view/id/410928 #東京奧運 #中華台北 #台灣 #日本 #正名 #連署 #公投","https://news.rti.org.tw/news/view/id/413422"
"49","2018-06-10","WUFI-Taiwan（台灣獨立建國聯盟）","LOCAL","TW","2018-06-10 09:28:00 CST","205","【News】 #你連署了嗎 #最下面有連署方法 以台灣名義參加2020東京奧運公投正如火如荼進行連署，台聯今（9）日舉辦連署書募集成果暨首位新人提名記者會，出席記者會的東奧台灣正名小組召集人沈清楷表示，儘管受限於許多因素，正名公投在中老年人當中募集比較困難，但是在年輕人方面的支持度較高，對他們而言，簽下正名連署書就像呼吸一樣正常。 沈清楷表示，2020東奧正名公投是目前所有希望與年底大選一同進行的公投案當中，社會共識最高的一案，相較於勞權公投、婚姻平權公投等，看起來也是難度最低的，儘管是在中華民國憲法的架構下進行，但是仍一步一步向台灣的未來前進。 >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans >>郵筒位置 https://www.2020teamtaiwan.org/post_map/:=:https://www.2020teamtaiwan.org/ >>全台實體連署站（google map） https://www.2020teamtaiwan.org/petitionmap/:=:https://www.2020teamtaiwan.org/ >>取得更多空白連署書 https://goo.gl/EgmTkr:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/749143668615596/?type=3&theater","http://www.peoplenews.tw/news/5a7d2d2f-d66d-4696-b9e5-953d06b45eb5"
"50","2018-06-10","我是台灣人．台灣是咱的國家","ACTIVITY_GENERAL","TW","2018-06-10 13:03:06 CST","186","津貼下午2～4點，歡迎大家到西門町支持東奧台灣正名！","https://www.facebook.com/events/176516956331248/"
"51","2018-06-10","我是台灣人．台灣是咱的國家","ACTIVITY_GENERAL","TW","2018-06-10 21:24:10 CST","553","支持東奧正名連署 歡迎報名金牌志工 報名網址： https://docs.google.com/forms/d/e/1FAIpQLSfbcmdxxqj9y_fU8sT7hTDfgWZMFoN4DYd3RA9EDAR7f7wYQA/viewform","https://www.facebook.com/welovetaiwancountry/videos/1751821371506946/"
"52","2018-06-10","內地搖滾 Inland Rock - 台灣內地是南投","CONCERT_TOUR","TW","2018-06-10 16:33:35 CST","201","中國對日航施壓，航空公司先聽話一次，讓中國有個台階下。接下來，則因（日本）人民聲音，讓航空公司選擇站在正義這一方，航空公司就可對中國大聲說「我們受到抗議，我們的國民不允許我們這樣做」。英樹先生還說，一旦台灣變成「中國台灣」，日本民眾不會原諒日本航空公司的（屈膝）作為。 感謝 永山英樹 先生 ＃台日友好 激進® 18' A/W 台日友好帽 ともだち（老帽版型）- PINK 國民外交自己做 https://bit.ly/2w4W9uR:=:https://www.radicalonline.net/products/%E6%BF%80%E9%80%B2-%E5%8F%B0%E6%97%A5%E5%8F%8B%E5%A5%BD%E5%B8%BD-%E3%81%A8%E3%82%82%E3%81%A0%E3%81%A1%EF%BC%88%E6%9C%8B%E5%8F%8B%E5%B8%BD%EF%BC%89-pink 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！ >>2020東京奧運我們開始叫台灣！【第一彈】(影音) https://goo.gl/gChvbd:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/videos/775250489338247/ >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans >>郵筒位置 https://www.2020teamtaiwan.org/post_map/ >>全台實體連署站（google map） https://www.2020teamtaiwan.org/petitionmap/ >>取得更多空白連署書 https://goo.gl/EgmTkr:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/749143668615596/?type=3&theater","http://www.peoplenews.tw/news/d8d3e5fa-a176-4205-9d36-eb5fb1f42dcb"
"53","2018-06-10","我是台灣人．台灣是咱的國家","ACTIVITY_GENERAL","TW","2018-06-10 19:59:40 CST","1,348","東奧台灣正名聯盟發起人紀政：「你們知道當時我參加三次奧運，我參加的名字叫什麼嗎？台灣，中華台北是我們的國名嗎？不是。」 李登輝民主協會理事長張燦鍙：「中華台北，大家曉得，這是一個地名嗎？也不是國名，我相信民間會繼續努力，我相信政黨也應該來主持，幫忙才對。」","https://news.ftv.com.tw/news/detail/2018610P09M1"
"54","2018-06-10","進擊的台灣隊-Team Taiwan","ACTIVITY_GENERAL","TW","2018-06-10 21:30:22 CST","1,118","感謝永山英樹さん！ どうも ありがとうございます http://m.ltn.com.tw/news/politics/breakingnews/2453839 -------- 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！ >>2020東京奧運我們開始叫台灣！【第一彈】(影音) https://goo.gl/gChvbd:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/videos/775250489338247/ >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans >>郵筒位置 https://www.2020teamtaiwan.org/post_map/:=:https://www.2020teamtaiwan.org/ >>全台實體連署站(google map) https://www.2020teamtaiwan.org/petitionmap/:=:https://www.2020teamtaiwan.org/ >>取得更多空白連署書 https://goo.gl/EgmTkr:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/749143668615596/?type=3&theater >>志工招募 https://goo.gl/fi3AmY:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/763554620507834 >>懶人包 https://goo.gl/KrDrZC:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/753241248205838 >>公投主文&理由書 https://goo.gl/oM8wFZ:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/723665517830078 >>識別設計の理念 http://goo.gl/NkhMHK:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/707775059419124/?type=3&theater >>手作特效框 https://goo.gl/DvcJ63:=:https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fprofilepicframes%3Fquery%3D%25E9%2580%25B2%25E6%2593%258A%25E7%259A%2584%25E5%258F%25B0%25E7%2581%25A3%25E9%259A%258A >>我們的網站 http://teamtaiwan.team/","http://m.ltn.com.tw/news/politics/breakingnews/2453839"
"55","2018-06-11","民視新聞","NEWS_SITE","TW","2018-06-11 09:40:00 CST","164","感人 #淡水蝙蝠俠 👉助台灣東奧正名 日友團：不惜流血力挺 #東奧台灣正名聯盟 #政黨 #連署 #世界 #台灣 #中華台北 🉐加入好新聞社團一起聊📢https://goo.gl/ZuUS4b:=:https://www.facebook.com/groups/244188396113236/","https://news.ftv.com.tw/news/detail/2018610P09M1"
"56","2018-06-11","WUFI-Taiwan（台灣獨立建國聯盟）","LOCAL","TW","2018-06-11 19:23:00 CST","181","【分享】2020東奧正名 摘錄內文： #連署還差你一份 非常感謝前男排國家隊選手、台灣第一位旅歐義大利超級聯賽職業選手 [光頭神舉] 黃培閎響應我們的公投連署。 距離我們設定的連署期限只剩下不到三個月，我們要再一次誠摯的請大家幫忙衝連署，為台灣、為台灣的民主寫下歷史的新記錄！ >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans ★ 從 7-11 列印取得連署書後，請按照背面的說明，親筆簽名、用膠帶黏好，然後從以下的 google map 找到離您最近的郵筒，投入您寶貴的連署書，這樣就完成了！ >>郵筒位置（google map） https://www.2020teamtaiwan.org/post_map/ >>全台實體連署站(google map) https://www.2020teamtaiwan.org/petitionmap/","https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/videos/780238398839456/"
"57","2018-06-11","映心地下放送局","PROFESSIONAL_GAMER","TW","2018-06-11 12:30:00 CST","76","#Taiwan_Yes #Chinese_Taipei_No 　 昨天下午，我代表 #基進黨 與2020東京奧運台灣正名行動聯盟與行動小組、各黨派的友志們，以及2020台灣正名推進協議會會長水島總先生和幹事長永山英樹先生，一同在西門町的街口宣傳 #東奧正名連署第二階段。 　 想想現今替台灣在國際上爭取榮耀的選手們，我們在他們衣服上卻是看見 “Chinese Taipei”（中國台北），這真是無比的荒謬。台灣的選手用「台灣」作為隊名出賽，這應是理所當然的事情才對！ 　 況且我們並不是沒有當過「#台灣隊」。在1960年、1964年、1968年這三屆奧運，我們都是以「台灣」的名義參賽的。 　 現在，連日本的友人都替我們發聲了，台灣人民不該再袖手旁觀，讓我們一起站出來，用公投的方式，對國際展現我們的決心與意志！Let Taiwan be Taiwan！ 　 　 　 #士林北投王映心 #選映心你放心 #suánIòngsim #líHòngsim 　 ✦ 基進黨大台北市議員參選人： 士林北投｜王映心 映心地下放送局 新莊五股林口泰山｜ 張舒婷 Tiunn su-tîng 南港內湖｜ 蕭筱臻 Siau Siáu-chin 　 ✦ 基進黨台南市議員參選人： 東區｜ 李宗霖Lí Chong-lîm 南區安平｜ 陳嘉伶 Tân Ka Lêng 善化安定新市新化山上｜ 王姬方 Ông Ki-hong 北門學甲七股將軍西港佳里｜ 蘇鈺雯 　　 ✦ 高雄市議員參選人： 三民｜ 三民惟新 陳柏惟 左營楠梓｜ 左營楠梓翰－李欣翰 鳳山｜ 鳳山李雨蓁 前鎮小港｜ 陳信諭 醫師 旗津鼓山鹽埕｜ 洪正","https://www.facebook.com/ongiongsim/photos/a.163546037736203/240766433347496/?type=3"
